product_id,product_name,product_description,cleaned_description
B08WJ86PV2,RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),"Large and perfect size: the size of this extended mouse & Keyboard pad is 800×300×3 mm which will fit your desktop perfectly and provide perfect movement space. Applies to all types of keyboards and mice.|Ultra-smooth Surface: The XXL mouse pad designed with superfine fiber braided Material, the smooth surface allows more accurate mouse movement. Optimized for fast movement while maintaining excellent speed and control during your work or game.|Non-slip rubber base: dense slip-resistant shading can firmly grip the desktop to provide stable operation of the mouse and keyboard. It can effectively prevent the mouse and keyboard from sliding and moving.|Water resistant coating: effectively prevent accidental damage from spilled liquid. When liquid splashes on the desk pad, It will form into water drops and slide down. It’s easy to clean and will not delay Your work or game.|Durable and comfortable material: adopting High elasticity natural rubber material, This mouse & Keyboard mat will provide you with the maximum comfort using experience. The durable stitched edges protect the pad from wear, deformation and degumming.",large and perfect size the size of this extended mouse keyboard pad is 8003003 mm which will fit your desktop perfectly and provide perfect movement space. applies to all types of keyboards and mice.ultra-smooth surface the xxl mouse pad designed with superfine fiber braided material the smooth surface allows more accurate mouse movement. optimized for fast movement while maintaining excellent speed and control during your work or game.non-slip rubber base dense slip-resistant shading can firmly grip the desktop to provide stable operation of the mouse and keyboard. it can effectively prevent the mouse and keyboard from sliding and moving.water resistant coating effectively prevent accidental damage from spilled liquid. when liquid splashes on the desk pad it will form into water drops and slide down. its easy to clean and will not delay your work or game.durable and comfortable material adopting high elasticity natural rubber material this mouse keyboard mat will provide you with the maximum comfort using experience. the durable stitched edges protect the pad from wear deformation and degumming.
B078HRR1XV,Wacom One by CTL-472/K0-CX Digital Drawing Graphics Pen Tablet (Red & Black) Small (6-inch x 3.5-inch)(15x8cm) | Battery Free Cordless Pen with 2048 Pressure Level,"Pressure Levels: 2048, tip only. Dimensions-14.6 x 21 x 0.9 cm|Pen technology: pressure-sensitive, cordless, battery-free, Configurable Buttons on Tablet: Yes|System Requirements: Windows 7 or later, OS X 10.10 or later, standard USB Type-A port, internet access to download driver, Resolution - 2540 lpi|For further queries, contact us at 000 800 100 4159|Pressure Levels: 2048, tip only. Dimensions-14.6 x 21 x 0.9 cm.|Pen technology: pressure-sensitive, cordless, battery-free, Configurable Buttons on Tablet: Yes|System Requirements: PC: Windows 7, 8.1 and 10,Mac: OS X 10.10 or later, standard USB Type-A port, internet access to download driver|For further queries, contact us at 000 800 100 4159",pressure levels 2048 tip only. dimensions-14.6 x 21 x 0.9 cmpen technology pressure-sensitive cordless battery-free configurable buttons on tablet yessystem requirements windows 7 or later os x 10.10 or later standard usb type-a port internet access to download driver resolution - 2540 lpifor further queries contact us at 000 800 100 4159pressure levels 2048 tip only. dimensions-14.6 x 21 x 0.9 cm.pen technology pressure-sensitive cordless battery-free configurable buttons on tablet yessystem requirements pc windows 7 8.1 and 10mac os x 10.10 or later standard usb type-a port internet access to download driverfor further queries contact us at 000 800 100 4159
B09P22HXH6,"Lenovo 300 FHD Webcam with Full Stereo Dual Built-in mics | FHD 1080P 2.1 Megapixel CMOS Camera |Privacy Shutter | Ultra-Wide 95 Lens | 360 Rotation | Flexible Mount, Plug-n-Play | Cloud Grey","Full HD Video Calls with Stereo Audio: The Lenovo 300 FHD Webcam is powered by a Full HD 1080P 2.1 Megapixel CMOS camera that allows your friends, family, and colleagues to see you as clear as day, even when they are worlds away. With full stereo dual-mics that are perfect for conferencing or long-distance video calls, they’ll be able to hear you loud and clear, every time.|High resolution FHD 1080P Webcam with dual mics: The innovative FHD 1080P camera delivers perfect high-resolution video and lets you set the scene with its ultra-wide 95° lens. Video alone is not enough, though, which is why two built-in mics capture crisp stereo audio from all directions.|Easy Plug-and-Play Setup: Simply unpack and unfold the camera when you want to do a call, and plug the USB 2.0 cable into any Windows or Mac device. Within seconds, you will be ready to go live on your favorite conferencing or streaming software, with no drivers necessary.|Supported OS: Windows 7, Windows 8 or Windows 10, Mac OS X 10.14 or Higher, Ubuntu 20.04, Chromebook 85.0.4181.3 | Resolution: 1920 x 1080 (MJPG) @ 30 Frame Rate (default) | Focus: Fixed Focus | Field of View: 95° | Rating: 5V 150mA | Clip: Tripod-ready Universal Clip Fits Laptops, Desktops and other LCD Monitors|Mount Anywhere & Everywhere: With a 1.8 m cable, tripod support, and a flexible mounting mechanism, you can attach your webcam virtually anywhere. Even difficult angles work, thanks to the wide-angle, tilt controls, and 360° rotation. Just mount it, tilt it, and open the privacy shutter",full hd video calls with stereo audio the lenovo 300 fhd webcam is powered by a full hd 1080p 2.1 megapixel cmos camera that allows your friends family and colleagues to see you as clear as day even when they are worlds away. with full stereo dual-mics that are perfect for conferencing or long-distance video calls theyll be able to hear you loud and clear every time.high resolution fhd 1080p webcam with dual mics the innovative fhd 1080p camera delivers perfect high-resolution video and lets you set the scene with its ultra-wide 95 lens. video alone is not enough though which is why two built-in mics capture crisp stereo audio from all directions.easy plug-and-play setup simply unpack and unfold the camera when you want to do a call and plug the usb 2.0 cable into any windows or mac device. within seconds you will be ready to go live on your favorite conferencing or streaming software with no drivers necessary.supported os windows 7 windows 8 or windows 10 mac os x 10.14 or higher ubuntu 20.04 chromebook 85.0.4181.3 resolution 1920 x 1080 mjpg 30 frame rate default focus fixed focus field of view 95 rating 5v 150ma clip tripod-ready universal clip fits laptops desktops and other lcd monitorsmount anywhere everywhere with a 1.8 m cable tripod support and a flexible mounting mechanism you can attach your webcam virtually anywhere. even difficult angles work thanks to the wide-angle tilt controls and 360 rotation. just mount it tilt it and open the privacy shutter
B00LM4X3XE,Parker Quink Ink Bottle (Black),Black Colour is washable in nature.|30ml Bottle|High quality ink,black colour is washable in nature.30ml bottlehigh quality ink
B09YLFHFDW,"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black)","Equalizer Support : Your sound, just how you like it, Customizable Equalizer for Deep Bass|Application Support : Headphones Connect app for Android & iOS|Battery Life : Long battery life of up to 25 hours, 10-minute quick charge will give you up to 60 minutes of playback|Sound Quality : DSEE restores high frequency sounds lost in compression|IP Ratings : Splash-proof and sweat-proof with an IPX4 rating|Built-In Mic : Easier, clearer hands-free calling|Operations : Easy to operation with buttons to play and pause, skip tracks and adjust the volume",equalizer support your sound just how you like it customizable equalizer for deep bassapplication support headphones connect app for android iosbattery life long battery life of up to 25 hours 10-minute quick charge will give you up to 60 minutes of playbacksound quality dsee restores high frequency sounds lost in compressionip ratings splash-proof and sweat-proof with an ipx4 ratingbuilt-in mic easier clearer hands-free callingoperations easy to operation with buttons to play and pause skip tracks and adjust the volume
B07YWS9SP9,"Zebronics, ZEB-NC3300 USB Powered Laptop Cooling Pad with Dual Fan, Dual USB Port and Blue LED Lights","Zebronics Zeb- NC3300 USB powered laptop cooling pad. Speakers: No|Light in weight has dual 120mm fan with Blue LED lights, dual USB ports|It has silent operation and retractable stand for easy usage|1 year carry in to service center",zebronics zeb- nc3300 usb powered laptop cooling pad. speakers nolight in weight has dual 120mm fan with blue led lights dual usb portsit has silent operation and retractable stand for easy usage1 year carry in to service center
B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)","Upgraded Memory Foam Mouse Pad Wrist Rest: Made of memory foam, Tukzer mouse pad designed with ergonomic soft wrist support, helps keep your wrist in a proper position and reduce pressure, pinching of the wrist, make your mouse use more precise and comfortable. Designed for Gamers, Office, Home-Office, Ideal to use with Windows Laptop Computer.|Smooth Lycra fabric provides accurate mouse tracking & breathable touching and not easy to collect heat - The fabric is breathable, Soft & Smooth. Not easy to collect heat. Not irritate to skin. Comfortable to the wrist. The fabric surface provides smooth mouse glide and accurate mouse tracking movement. You could move the mouse fast and freely.|Well press handing process makes edges not curling up & memory foam pad not coming out after long time usage - The fabric stays with rubber base tightly and not easy to separate with well press handing process. Not easy to curl up at the edges. The memory foam stays in place to provide soft support without deformation.|Non-slip Rubber Base - Anti-slip rubber surface firmly grips the desktop, preventing sliding to offer you stable operation and allowing you to freely move your mouse without interruption, providing perfect gaming or working experience. Special wave design offers ergo support for your wrists.|Size - 9.7-Inch x 8.2-Inch X0.8-Inch, our mouse pad with wrist support fits well in a busy work area. The ergonomic design provides more space for your mouse to move.",upgraded memory foam mouse pad wrist rest made of memory foam tukzer mouse pad designed with ergonomic soft wrist support helps keep your wrist in a proper position and reduce pressure pinching of the wrist make your mouse use more precise and comfortable. designed for gamers office home-office ideal to use with windows laptop computer.smooth lycra fabric provides accurate mouse tracking breathable touching and not easy to collect heat - the fabric is breathable soft smooth. not easy to collect heat. not irritate to skin. comfortable to the wrist. the fabric surface provides smooth mouse glide and accurate mouse tracking movement. you could move the mouse fast and freely.well press handing process makes edges not curling up memory foam pad not coming out after long time usage - the fabric stays with rubber base tightly and not easy to separate with well press handing process. not easy to curl up at the edges. the memory foam stays in place to provide soft support without deformation.non-slip rubber base - anti-slip rubber surface firmly grips the desktop preventing sliding to offer you stable operation and allowing you to freely move your mouse without interruption providing perfect gaming or working experience. special wave design offers ergo support for your wrists.size - 9.7-inch x 8.2-inch x0.8-inch our mouse pad with wrist support fits well in a busy work area. the ergonomic design provides more space for your mouse to move.
B0873L7J6X,"Infinity (JBL Glide 510, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)",72 Hours Playtime Under Optimum Audio Settings|Dual Equalizer Modes for Normal & Deep Bass Output. Driver Sensitivity (1KHz / 1mW) 102±3dB. Audio Specifications: Impedence(ohms) 32 ohms|Deep Bass Output with 36mm Drivers|Quick Charging (10 minutes of charge gives 2 Hours of playtime)|Hands-free calling with 3 Button Remote|Comfort Cushions|Voice Assistant Integration|Light weight and flat foldable,72 hours playtime under optimum audio settingsdual equalizer modes for normal deep bass output. driver sensitivity 1khz 1mw 1023db. audio specifications impedenceohms 32 ohmsdeep bass output with 36mm driversquick charging 10 minutes of charge gives 2 hours of playtimehands-free calling with 3 button remotecomfort cushionsvoice assistant integrationlight weight and flat foldable
B07YNHCW6N,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black,"This Case Is Specifically Designed To Fit iPad 7th 8th 9th Generation 10.2 inch Only. It will not any other model. Please confirm your model number prior to purchase.|Keeping Your Convenience In Mind, This Case by Robustrion For iPad 7th 8th 9th Generation 10.2 inch Is Designed To Give You The Best Utility & User Experience Possible.|Perfect Fit & Precise Cutouts Ensures Easy Access To All The Ports & Buttons On Your iPad 10.2 inch 7th 8th 9th Generation That You Rarely Need To Remove The Case.|Built With Highest Quality Material, This Robustrion Case Protects Your iPad 10.2 inch 7th 8th 9th Generation Against Scratches, Bumps & Accidental Drops Keeping Your Precious Device Safe & Sound.|Sleek Design & Classy Look, This Case For iPad 10.2 inch 7th 8th 9th Generation Is Crafted With Elegance That Surely Will Be An Add-On To Your Style While On The Go.",this case is specifically designed to fit ipad 7th 8th 9th generation 10.2 inch only. it will not any other model. please confirm your model number prior to purchase.keeping your convenience in mind this case by robustrion for ipad 7th 8th 9th generation 10.2 inch is designed to give you the best utility user experience possible.perfect fit precise cutouts ensures easy access to all the ports buttons on your ipad 10.2 inch 7th 8th 9th generation that you rarely need to remove the case.built with highest quality material this robustrion case protects your ipad 10.2 inch 7th 8th 9th generation against scratches bumps accidental drops keeping your precious device safe sound.sleek design classy look this case for ipad 10.2 inch 7th 8th 9th generation is crafted with elegance that surely will be an add-on to your style while on the go.
B01MQ2A86A,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black","Quieter Click: Logitech’s SilentTouch Technology reduces over 90 percent (1) of clicking sounds while ensuring top performance, meaning you can feel every single click but hear virtually nothing.;Crafted for Comfort: With contoured grips made of soft rubber, the noiseless M330 SILENT PLUS mouse is built to give great comfort to right-handed users.|Long Life: This cordless mouse has a 24-month battery life (2), and automatically switches to sleep mode when not in use, allowing you to focus on your work without the hassle of changing batteries.;Advanced Optical Tracking: With a wireless range of up to 33 ft (3), this quiet computer mouse provides high-performance precision and smart cursor control on most surfaces.|Plug and Play: Plug the USB mini-receiver into your Windows, Mac, Chrome, OS, or Linux computer and forget about it;you can even add more compatible wireless devices without using multiple USB ports.|Compatible with Chromebook: This product is tested and certified as Works With Chromebook (4), which means it meets Google’s compatibility standards and works seamlessly with your Chromebook.;Upgrade to Logitech M590 Silent Wireless Mouse: Increase productivity with M590's USB/Bluetooth connectivity, multi-device functionality, horizontal scrolling, and 6 customizable buttons.|Hardware Platform: Windows 8;Operating System: Chrome Oslinux",quieter click logitechs silenttouch technology reduces over 90 percent 1 of clicking sounds while ensuring top performance meaning you can feel every single click but hear virtually nothing.crafted for comfort with contoured grips made of soft rubber the noiseless m330 silent plus mouse is built to give great comfort to right-handed users.long life this cordless mouse has a 24-month battery life 2 and automatically switches to sleep mode when not in use allowing you to focus on your work without the hassle of changing batteries.advanced optical tracking with a wireless range of up to 33 ft 3 this quiet computer mouse provides high-performance precision and smart cursor control on most surfaces.plug and play plug the usb mini-receiver into your windows mac chrome os or linux computer and forget about ityou can even add more compatible wireless devices without using multiple usb ports.compatible with chromebook this product is tested and certified as works with chromebook 4 which means it meets googles compatibility standards and works seamlessly with your chromebook.upgrade to logitech m590 silent wireless mouse increase productivity with m590s usbbluetooth connectivity multi-device functionality horizontal scrolling and 6 customizable buttons.hardware platform windows 8operating system chrome oslinux
B00KIE28X0,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",Set of 12 assorted Shades in 9 ml tubes,set of 12 assorted shades in 9 ml tubes
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",2.4 GHz Wireless Technology,2.4 ghz wireless technology
B0BCVJ3PVP,"SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver)","It features 7 height adjusting ergonomic, office desk improvement laptop stand which improves your sitting posture. Scientifically designed to help you balance you’re sitting posture keeping your back straight, neck relaxed and wrists natural even after long work hours.|Lightweight design comes with a portable storage bag. It can be put into a backpack or laptop bag and taken to cafe, office or meeting.|Designed for minimizing excessive heating of you Office, Personal or Gaming laptop PC by increasing airflow. Cooler the laptop better the performance and less power consumption.|Laptop stand using the principle of triangular fixing and computer stand is made of premium aluminium alloy, the whole structure is very sturdy. There are no wobbles when you type on it. And can absorb and discharge heat easily. Supports up to 20 kg weight on top.|Open hollow design - the open hollow increase the significantly airflow around the areas of laptop most vulnerable to overheating, preventing your laptop from overheating during use. Compatibility: laptop tablet stand supports most devices from 10 inch to 15.6 inches such as MacBook, ThinkPad, surface, Chromebook, iPad pro, etc. 11.6-inch, 12-inch, 13.3-inch, 15-inch & 15.6-inch laptop stand.|It is made of anodised aluminium metal which is 3-times sturdy that could be the most solid desk stand you ever had.|Compatible with laptops of all brands such as Apple MacBook, Dell, HP, Lenovo, Asus, MSI, Acer, Microsoft Surface, Razer, Samsung etc",it features 7 height adjusting ergonomic office desk improvement laptop stand which improves your sitting posture. scientifically designed to help you balance youre sitting posture keeping your back straight neck relaxed and wrists natural even after long work hours.lightweight design comes with a portable storage bag. it can be put into a backpack or laptop bag and taken to cafe office or meeting.designed for minimizing excessive heating of you office personal or gaming laptop pc by increasing airflow. cooler the laptop better the performance and less power consumption.laptop stand using the principle of triangular fixing and computer stand is made of premium aluminium alloy the whole structure is very sturdy. there are no wobbles when you type on it. and can absorb and discharge heat easily. supports up to 20 kg weight on top.open hollow design - the open hollow increase the significantly airflow around the areas of laptop most vulnerable to overheating preventing your laptop from overheating during use. compatibility laptop tablet stand supports most devices from 10 inch to 15.6 inches such as macbook thinkpad surface chromebook ipad pro etc. 11.6-inch 12-inch 13.3-inch 15-inch 15.6-inch laptop stand.it is made of anodised aluminium metal which is 3-times sturdy that could be the most solid desk stand you ever had.compatible with laptops of all brands such as apple macbook dell hp lenovo asus msi acer microsoft surface razer samsung etc
B0B2931FCV,"ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)","Wireless BT v5.2 TWS earbuds with easy to use touch controls. The unique design with a sliding charging case lid, gives you a premium experience|Experience flawless gaming with the 50ms low latency feature in ZEB-SOUND BOMB N1 TWS earbuds|Environmental noise cancellation (ENC) support and built-in microphone for enabling a high quality calling experience|You can now binge watch series or listen music on the go, without worrying about the usage time, as the battery backup is up to 18H* approx. with the type C charging case|Listen to music with a sound signature having pleasant Trebles and smooth vocals, punchy bass. The earbuds have built in 6mm drivers for a perfect delivery of audio|Stay protected from accidental spills, splashes and make it your gym companion, as the earbuds come with a splash proof design|Trigger voice assistant of your smartphone, be it iOS or Android, with a simple touch control so you could get the work done in an instant",wireless bt v5.2 tws earbuds with easy to use touch controls. the unique design with a sliding charging case lid gives you a premium experienceexperience flawless gaming with the 50ms low latency feature in zeb-sound bomb n1 tws earbudsenvironmental noise cancellation enc support and built-in microphone for enabling a high quality calling experienceyou can now binge watch series or listen music on the go without worrying about the usage time as the battery backup is up to 18h approx. with the type c charging caselisten to music with a sound signature having pleasant trebles and smooth vocals punchy bass. the earbuds have built in 6mm drivers for a perfect delivery of audiostay protected from accidental spills splashes and make it your gym companion as the earbuds come with a splash proof designtrigger voice assistant of your smartphone be it ios or android with a simple touch control so you could get the work done in an instant
B09TMZ1MF8,Western Digital WD Green SATA 240GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches - WDS240G3G0A,"SLC (single-level cell) caching boosts write performance to quickly perform everyday tasks.|Shock-resistant and WD F.I.T. Lab certified for compatibility and reliability.|Ultra-low power-draw so you can use your laptop for longer periods of time.|Available in 2.5""/7mm cased and M.2 2280 form factors to accommodate most PCs.|The free, downloadable Western Digital SSD Dashboard* lets you easily monitor the status of your drive. Includes a 3-year limited warranty so upgrading your storage is worry-free.",slc single-level cell caching boosts write performance to quickly perform everyday tasks.shock-resistant and wd f.i.t. lab certified for compatibility and reliability.ultra-low power-draw so you can use your laptop for longer periods of time.available in 2.57mm cased and m.2 2280 form factors to accommodate most pcs.the free downloadable western digital ssd dashboard lets you easily monitor the status of your drive. includes a 3-year limited warranty so upgrading your storage is worry-free.
B07VV37FT4,Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential,5 vibrant Neon body color|Smooth and fast writing|Japanese waterproof ink|Stylish sculpted design|Country of Origin: India,5 vibrant neon body colorsmooth and fast writingjapanese waterproof inkstylish sculpted designcountry of origin india
B07JB2Y4SR,Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,10 Rich colours with silver and gold options|Comforatble writing grip|Stylish sculpted design,10 rich colours with silver and gold optionscomforatble writing gripstylish sculpted design
B08KRMK9LZ,"Tukzer Stylus Pen, iPad Pencil with Palm Rejection Tilt Sensor| 2nd Gen for 2018-2022 iPad 6/7/8/9th Gen; iPad 10.2"", Pro 12.9/11"", Mini 6/5th, Air 5/4/3rd, Precise for Writing/Drawing (3 Spare Tips)","Palm Rejection Technology: Upgraded iPad stylus pencil with palm rejection technology, you can rest your palm comfortably on the screen while writing or drawing and you don’t have to wear the anti-friction glove with this pencil.|Accurate & Smooth: Upgraded iPad Stylus is equipped with 1.0mm POM pen tip. Higher precision, responsiveness and natural fluidity for smoothly writing and drawing like the traditional pencil. Virtually no lag time, not scratch your screen.|Touch-activated Technology: Turn on this active digital pencil for iPad by simply touching the cap button, easy for operation and no need to install Bluetooth or Apps ,it will automatically turn on ""Sleep Mode"" after idle for 5 minutes to save power.|Widely compatible - This Stylus pen is compatible for Apple iPad 2020 10.2-Inch (8th Gen)/ 2019 (7th Gen)/ iPad 2018 9.7"" (6th Gen); iPad Air 2020 (4th Gen), (3rd Gen); iPad Mini (5th Gen), iPad Pro 11-Inch 2020 (2nd Gen)/ 2018 (1st Gen); iPad Pro 3rd Gen 12.9inch, iPad Pro 4th Gen 12.9inch. Note: NOT COMAPTIBLE WITH iPad version earlier 2018, and NOT COMAPTIBLE WITH ALL iPhone, Android, Microsoft devices. Please CHECK CAREFULLY the correct iPad model before you order it.",palm rejection technology upgraded ipad stylus pencil with palm rejection technology you can rest your palm comfortably on the screen while writing or drawing and you dont have to wear the anti-friction glove with this pencil.accurate smooth upgraded ipad stylus is equipped with 1.0mm pom pen tip. higher precision responsiveness and natural fluidity for smoothly writing and drawing like the traditional pencil. virtually no lag time not scratch your screen.touch-activated technology turn on this active digital pencil for ipad by simply touching the cap button easy for operation and no need to install bluetooth or apps it will automatically turn on sleep mode after idle for 5 minutes to save power.widely compatible - this stylus pen is compatible for apple ipad 2020 10.2-inch 8th gen 2019 7th gen ipad 2018 9.7 6th gen ipad air 2020 4th gen 3rd gen ipad mini 5th gen ipad pro 11-inch 2020 2nd gen 2018 1st gen ipad pro 3rd gen 12.9inch ipad pro 4th gen 12.9inch. note not comaptible with ipad version earlier 2018 and not comaptible with all iphone android microsoft devices. please check carefully the correct ipad model before you order it.
B08LT9BMPP,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black","COLORFUL LIGHTSYNC RGB : Play in colour with our most vibrant LIGHTSYNC RGB featuring colour wave effects that are customisable across 16.8 million colours. 8,000 DPI sensor.|CLASSIC,GAMER TESTED DESIGN : Play comfortably and with total control. The simple 6-button layout and classic gaming shape form a comfortable, time-tested and loved design|MECHANICAL SPRING BUTTON TENSIONING: Primary buttons are mechanical and tensioned with durable metal springs for reliability, performance and an excellent feel|CUSTOMIZABLE SETTINGS : To suit the sensitivity you like with Logitech G HUB gaming software and cycle easily through up to 5 DPI settings; SYSTEM REQUIREMENTS : Windows 7 or later, macOS 10.11 or later, Chrome OSTM, USB port, Internet access for Logitech Gaming Software (optional)|Style Name: G102 2nd Gen",colorful lightsync rgb play in colour with our most vibrant lightsync rgb featuring colour wave effects that are customisable across 16.8 million colours. 8000 dpi sensor.classicgamer tested design play comfortably and with total control. the simple 6-button layout and classic gaming shape form a comfortable time-tested and loved designmechanical spring button tensioning primary buttons are mechanical and tensioned with durable metal springs for reliability performance and an excellent feelcustomizable settings to suit the sensitivity you like with logitech g hub gaming software and cycle easily through up to 5 dpi settings system requirements windows 7 or later macos 10.11 or later chrome ostm usb port internet access for logitech gaming software optionalstyle name g102 2nd gen
B0814ZY6FP,"Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function","Zebronics Zeb-Vita Portable Bar speaker with Bluetooth Support. 100Hz-18kHz|It supports USB Aux input and Micro Sd card. It has Built in Fm radio for convenience, Built-in rechargeable battery|It has feature of Call function. It comes with media control for convenient control and Built- in rechargeable battery|Total output- 10w with driver size 52mm|supports audio formats :MP3|Charging time:4 hrs and play back time: 5hrs|warranty type- 1 year carry in to service center|Country of Origin: China",zebronics zeb-vita portable bar speaker with bluetooth support. 100hz-18khzit supports usb aux input and micro sd card. it has built in fm radio for convenience built-in rechargeable batteryit has feature of call function. it comes with media control for convenient control and built- in rechargeable batterytotal output- 10w with driver size 52mmsupports audio formats mp3charging time4 hrs and play back time 5hrswarranty type- 1 year carry in to service centercountry of origin china
B09F3PDDRF,"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)","Sata cable is Powered by ASM Chipset bridge which offers the best reliability.|UASP: With UASP you can utilize the full potential of a SATA III SSD or HDD. sata to usb adapter supports USB 3.0 data transfer speeds of 6Gbps, with 70% faster than conventional USB 3.0, Backward compatible with USB 2.0 / 1.1|Universal Plug and Play, no drivers needed.sata cable for hard disk can carry and use this usb to sata adapter anywhere ?(This adapter not compatible with 3.5"" SSD & HDD, Not support IDE interface!) Length: 9 inch (23cm)|Indication: sata cable LED light indicates Power and Activity status. Red Light: Power status.|Compatibility : USB to SATA converter , sata cable supports Windows 98/XP/Vista/8/8.1, Linux , Mac OS X or above & PS NOTE -NOT FOR DESKTOP PC HDD ** LAPTOP 2.5 Inch HDD / SSD only",sata cable is powered by asm chipset bridge which offers the best reliability.uasp with uasp you can utilize the full potential of a sata iii ssd or hdd. sata to usb adapter supports usb 3.0 data transfer speeds of 6gbps with 70 faster than conventional usb 3.0 backward compatible with usb 2.0 1.1universal plug and play no drivers needed.sata cable for hard disk can carry and use this usb to sata adapter anywhere ?this adapter not compatible with 3.5 ssd hdd not support ide interface! length 9 inch 23cmindication sata cable led light indicates power and activity status. red light power status.compatibility usb to sata converter sata cable supports windows 98xpvista88.1 linux mac os x or above ps note -not for desktop pc hdd laptop 2.5 inch hdd ssd only
B07X963JNS,"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue","Proudly Made In India|It will charge a 3000mAh phone battery up to 2.4 times & It will charge a 4000mAh phone battery up to 1.8 times|Dual USB Output 2.4 Amp 5V Fast Charge|Ultra Compact body along with smooth touch finish gives the Power Bank its premium look, weighs only 181 grams.|1 Type-C USB Cable, 1 User Manual, 1 Warranty Card, Charger Not included|Micro USB Input. Takes up to 5-6 hours to charge the power bank",proudly made in indiait will charge a 3000mah phone battery up to 2.4 times it will charge a 4000mah phone battery up to 1.8 timesdual usb output 2.4 amp 5v fast chargeultra compact body along with smooth touch finish gives the power bank its premium look weighs only 181 grams.1 type-c usb cable 1 user manual 1 warranty card charger not includedmicro usb input. takes up to 5-6 hours to charge the power bank
